SECTEUR;SOUS-SECTEUR;CIBLE;AGE-MIN;AGE-MAX;NOM;ADRESSE;LATITUDE;LONGITUDE;MAIL;TELEPHONE;LIEN
ÉTABLISSEMENTS;;Adult;;;MAS CENTRE SAINT PIERRE;BP 15 34290 MONTBLANC;;;;04 67 98 50 07;
ÉTABLISSEMENTS;;Adult;;;MAS DE MONTFLOURES;TRAVERSE DE COLOMBIERS 34500 BEZIERS;;;;04 67 49 89 62;
ÉTABLISSEMENTS;;Adult;;;MAS DU CENTRE PAUL COSTE FLORET;BP 3 34240 LAMALOU LES BAINS;;;;04 67 23 55 00;
ÉTABLISSEMENTS;;Adult;;;MAS FONTCOLOMBE;509, RUE DE CHATEAU BON 34080 MONTPELLIER;;;;04 67 13 41 20;
ÉTABLISSEMENTS;;Adult;;;MAS LA PARAGE;15 RUE DES AIGUES VIVES - BP52 34725 SAINT ANDRE DE SANGONIS;;;;04 67 57 00 50;
ÉTABLISSEMENTS;;Adult;;;MAS LES IV SEIGNEURS;1082, AVENUE DU PIC SAINT LOUP 34090 MONTPELLIER;;;;04 67 63 38 62;
ÉTABLISSEMENTS;;Adult;;;MAS LES SOLEILS (ANCIENNEMENT PROPARA);263, RUE DU CADUCEE  PARC EUROMEDECINE 34090 MONTPELLIER;;;;04 67 04 67 04;
ÉTABLISSEMENTS;;Adult;;;MAS PAYS DE THAU;1, AVENUE DU PIN 34140 MEZE;;;;04 99 57 23 10;
ÉTABLISSEMENTS;;Adult;;;MAS PERCE NEIGE;569, AVENUE GEORGES FRECHE (ANCIEN CHEMIN DU MAS DE ROCHET) 34170 CASTELNAU LE LEZ;;;;04 67 99 80 30;
ÉTABLISSEMENTS;;Adult;;;MAS SAINT VITAL;34240 COMBES;;;;04 67 23 52 00;
ÉTABLISSEMENTS;;Adult;;;FAM APARD - CENTRE APIGHREM;4 RUE DES OURGOUILLOUS  Z.A. LES AVANTS 34270 SAINT MATHIEU DE TREVIERS;;;;04 67 55 16 00;
ÉTABLISSEMENTS;;Adult;;;FAM ARCHIPEL DE MASSANE;1855, RUE DE SAINT-PRIEST 34090 MONTPELLIER;;;;04 99 77 26 40;
ÉTABLISSEMENTS;;Adult;;;FAM CENTRE SAINT PIERRE;BP 15 34290 MONTBLANC;;;;04 67 98 50 07;
ÉTABLISSEMENTS;;Adult;;;FAM DE MONTFLOURES;TRAVERSE DE COLOMBIERS 34500 BEZIERS;;;;04 67 49 89 54;
ÉTABLISSEMENTS;;Adult;;;FAM DOMAINE DE LA BRUYERE;DEPARTEMENTALE 171 34400 SAINT CHRISTOL;;;;04 67 86 48 09;
ÉTABLISSEMENTS;;Adult;;;FAM DU MILLENAIRE;341, RUE HIPPOLYTE FIZEAU -  ZAC DU MILLENAIRE 34000 MONTPELLIER;;;;04 67 20 21 15;
ÉTABLISSEMENTS;;Adult;;;FAM FRESCATIS;" 5, CHEMIN DAPPRAT BP 35 34220 SAINT PONS DE THOMIERES""";;;;04 67 97 90 70;
ÉTABLISSEMENTS;;Adult;;;FAM ISABELLE MARIE;" RUE DU PUIT DE LAMOUR 34310 QUARANTE""";;;;04 67 89 43 25;
ÉTABLISSEMENTS;;Adult;;;FAM LE GUILHEM;1804, AVENUE DU PERE SOULAS 34000 MONTPELLIER;;;;04 99 23 27 51;
ÉTABLISSEMENTS;;Adult;;;FAM LE HAMEAU DES HORIZONS;41, PLAN DES GARRIGUES 34830 CLAPIERS;;;;04 67 59 99 15;
ÉTABLISSEMENTS;;Adult;;;FAM LES COTEAUX DE SESAME;1, ROUTE DE MARGON 34480 POUZOLLES;;;;04 99 57 20 90;
ÉTABLISSEMENTS;;Adult;;;FAM LES FONTAINES DO;71, RUE HENRI NOGUERES  PARC EUROMEDECINE 34090 MONTPELLIER;;;;04 67 40 73 50;
ÉTABLISSEMENTS;;Adult;;;FAM LES IV SEIGNEURS;1082, AVENUE DU PIC SAINT LOUP 34090 MONTPELLIER;;;;04 67 63 38 62;
ÉTABLISSEMENTS;;Adult;;;FAM MAISON PERCE NEIGE;569, AVENUE GEORGES FRECHE (ANCIEN CHEMIN DU MAS DE ROCHET) 34170 CASTELNAU LE LEZ;;;;04 67 99 80 30;
ÉTABLISSEMENTS;;Adult;;;FAM ROBERT FALIU;PLAISANCE 34610 SAINT GENIES DE VARENSAL;;;;04 67 23 33 23;
ÉTABLISSEMENTS;;Adult;;;FAM STRUCTURE HENRI WALLON;285, RUE ROBERT KOCH  PARC EUROMEDECINE 2 34080 MONTPELLIER;;;;04 99 13 34 20;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE ARCHIPEL DE MASSANE;1855, RUE DE SAINT PRIEST  PARC EUROMEDECINE 34090 MONTPELLIER;;;;04 99 77 26 40;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE CANTAUSSELS (INTERNAT);TRAVERSE DE COLOMBIERS 34500 BEZIERS;;;;04 67 49 89 65;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE CANTAUSSELS MONTFLOURES;RUE DE CANTAUSSELS 34440 NISSAN LEZ ENSERUNE;;;;04 67 49 89 65;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE CENTRE HERAULT;" 2, RUE DE LEGALITE 34120 NEZIGNAN LEVEQUE""";;;;04 67 90 43 23;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE DANIEL MAYER;CHEMIN DES ALICANTES 34400 LUNEL;;;;04 67 91 28 70;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE ESPACE CAMILLE CLAUDEL;" ZAC DE FONTENAY RUE HECTOR BERLIOZ 34800 CLERMONT LHERAULT""";;;;04 67 88 42 45;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE FRESCATIS;" CHEMIN DAPPRAT BP 35 34220 SAINT PONS DE THOMIERES""";;;;04 67 97 90 70;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE HENRI WALLON;285, RUE ROBERT KOCH  PARC EUROMEDECINE II 34080 MONTPELLIER;;;;04 99 13 34 20;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE ISABELLE MARIE;" RUE DU PUITS DE LAMOUR 34310 QUARANTE""";;;;04 67 89 43 25;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE JEAN PIAGET;13, RUE MICHEL CLERC 34110 FRONTIGNAN LA PEYRADE;;;;04 67 18 45 80;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE LHORIZON;7, AVENUE DE CASTELNAU 34090 MONTPELLIER;;;;04 67 72 69 00;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE LE PARC (INTERNAT);227, RUE DU MAS DE VILLARET CS 35032 34076 MONTPELLIER;;;;04 67 27 10 70;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE LES ARAMONS;63/175 RUE DU CADUCEE  PARC EUROMEDECINE 34195 MONTPELLIER;;;;04 67 04 43 88;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE LES ECUREUILS;268, RUE DU CADUCEE  PARC EUROMEDECINE 34195 MONTPELLIER;;;;04 67 41 81 60;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE LES TERRES BLANCHES (EXTERNAT);1804, AVENUE DU PERE SOULAS 34090 MONTPELLIER;;;;04 99 23 22 50;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE MARQUEROSE (INTERNAT);162, RUE MARQUEROSE 34000 MONTPELLIER;;;;04 67 41 81 60;
ÉTABLISSEMENTS;;Adult;;;FOYER DE VIE THIERRY ALBOUY;10 RUE EVARISTE GALOIS  BP 3073 34514 BEZIERS;;;;04 67 35 84 84;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT CENTRE HERAULT;10, RUE LAENNEC  BP 100 34120 PEZENAS;;;;04 67 90 43 23;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT DU PLATEAU DES LACS;19, LOTISSEMENT RIEUCROS 34330 LA SALVETAT SUR AGOUT;;;;04 67 97 87 90;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT LE ROC CASTEL;156, RUE DES ECOLES 34520 LE CAYLAR;;;;04 67 44 50 22;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT LES COMPAGNONS DE MAGUELONE;DOMAINE DE MAGUELONE 34250 PALAVAS LES FLOTS;;;;04 67 50 63 63;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT LES HAUTES GARRIGUES;" 230, ALLEE DE LESPLANADE 34380 SAINT MARTIN DE LONDRES""";;;;04 67 55 42 83;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT LES LAVANDES;227, RUE DU MAS DE VILLARET  CS 35032 34076 MONTPELLIER;;;;04 67 27 10 70;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT PAYS DE THAU;CS 97001 34110 FRONTIGNAN;;;;04 67 18 48 60;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT ROBERT BADINTER;CHEMIN DES ALICANTES 34400 LUNEL;;;;04 67 91 28 71;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT ROBERT FALIU;PLAISANCE 34610 SAINT GENIES DE VARENSAL;;;;04 67 23 33 23;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT SEVERINE;24 RUE ARGENCE  RESIDENCE ARGENCE 34500 BEZIERS;;;;04 67 49 97 48;
ÉTABLISSEMENTS;;Adult;;;FOYER ESAT THIERRY ALBOUY;10 RUE EVARISTE GALOIS  BP 3073 34514 BEZIERS;;;;04 67 35 84 84;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT  LES ECUREUILS;268, RUE DU CADUCEE  PARC EUROMEDECINE 34195 MONTPELLIER CEDEX 5;;;;04 67 41 81 60;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT HENRI WALLON;357, AVENUE DU PROFESSEUR JEAN-LOUIS VIALA 34080 MONTPELLIER;;;;04 99 13 34 20;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT LE BOUQUET DES GARRIGUES;CS 97001 34110 FRONTIGNAN;;;;04 67 18 48 60;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT LE COLIBRI;227, RUE DU MAS DE VILLARET  CS 35032 34076 MONTPELLIER;;;;04 67 27 10 70;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT LES COMPAGNONS DE MAGUELONE;DOMAINE DE MAGUELONE 34250 PALAVAS LES FLOTS;;;;04 67 50 63 63;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT LES GRANDS ARBRES;CHEMIN DE CASSILLAC 34380 VIOLS LE FORT;;;;04 67 55 01 01;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT LES HAUTES GARRIGUES;" 230, ALLEE DE LESPLANADE 34380 SAINT MARTIN DE LONDRES""";;;;04 67 55 42 83;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT MA RESIDENCE;18, AVENUE DE LA GARDIE 34510 FLORENSAC;;;;04 67 77 00 65;
ÉTABLISSEMENTS;;Adult;;;FOYER LOGEMENT PLAISANCE;34610 SAINT GENIES DE VARENSAL;;;;04 67 23 33 23;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT APF;8, RUE DU LANTISSARGUES 34070 MONTPELLIER;;;;04 67 92 11 90;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT ATELIERS KENNEDY;285, RUE DU MAS DE PRUNET 34070 MONTPELLIER;;;;04 67 42 62 78;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT CATAR;9, AVENUE DE LA GARE DU MIDI 34120 PEZENAS;;;;04 67 90 43 23;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT CENTRE THIERRY ALBOUY;10 RUE EVARISTE GALOIS  BP 3073 34514 BEZIERS;;;;04 67 35 84 84;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT DE MONTFLOURES VIA EUROPA;" ZAE VIA EUROPA 3, AVENUE DE LEUROPE 34350 VENDRES""";;;;04 67 39 49 68;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT DE PLAISANCE;34610 SAINT GENIES DE VARENSAL;;;;04 67 23 60 29;
INSERTION PROFESSIONNELLE;;Adult;;;"ESAT HORS LES MURS ""LA PALANCA""";UGECAM - CRIP 435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ CEDEX;;;;04 67 33 18 00;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LENVOL;369 RUE BLAISE PASCAL  BP 52  P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ;;;;04 67 02 92 80;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LENVOL;Rue des Lierles CS 97001 34115 FRONTIGNAN;;;;04 67 43 23 99;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LA BULLE BLEUE;285, RUE DU MAS PRUNET 34070 MONTPELLIER;;;;04 67 42 18 61;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LA CROIX VERTE;455, RUE DE LA CROIX VERTE 34090 MONTPELLIER;;;;04 67 04 13 76;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LE ROC CASTEL;156, RUE DES ECOLES 34520 LE CAYLAR;;;;04 67 44 50 22;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LES ATELIERS DE LA VALLEE DE LHERAULT;5, CHEMIN DES USINES 34510 FLORENSAC;;;;04 67 77 01 39;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LES ATELIERS DE SAPORTA;DOMAINE DE SAPORTA 34970 LATTES;;;;04 67 92 12 15;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LES ATELIERS DU GARRIC;" DOMAINE DE LA PAUSE ROUTE DANGLES 34330 LA SALVETAT SUR AGOUT""";;;;04 67 97 61 24;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LES COMPAGNONS DE MAGUELONE;DOMAINE DE MAGUELONE 34250 PALAVAS LES FLOTS;;;;04 67 50 63 63;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT LES HAUTES GARRIGUES;ZONE ARTISANALE ROUTE DE FROUZET 34380 SAINT MARTIN DE LONDRES;;;;04 67 55 15 99;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT PEYREFICADE;ROUTE DE LA GARE 34750 VILLENEUVE LES MAGUELONNE;;;;04 67 69 41 09;
INSERTION PROFESSIONNELLE;;Adult;;;ESAT VIA DOMITIA;CHEMIN DES ALICANTES 34400 LUNEL;;;;04 67 86 48 00;
INSERTION PROFESSIONNELLE;;Adult;;;SECTION ANNEXE ESAT ATELIERS KENNEDY;285, RUE DU MAS DE PRUNET 34070 MONTPELLIER;;;;04 67 42 62 78;
INSERTION PROFESSIONNELLE;;Adult;;;SECTION ANNEXE ESAT DE LAPF;8, RUE DU LANTISSARGUES 34070 MONTPELLIER;;;;04 67 92 11 90;
INSERTION PROFESSIONNELLE;;Adult;;;SECTION ANNEXE ESAT LENVOL;369 RUE BLAISE PASCAL  BP 52  P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ;;;;04 67 02 92 80;
INSERTION PROFESSIONNELLE;;Adult;;;SECTION ANNEXE ESAT LES HAUTES GARRIGUES;ZAE ROUTE DE FROUZET 34380 SAINT MARTIN DE LONDRES;;;;04 67 55 15 99;
INSERTION PROFESSIONNELLE;;Adult;;;SECTION ANNEXE ESAT VIA EUROPA;" VIA EUROPA 3, AVENUE DE LEUROPE 34350 VENDRES""";;;;04 67 49 89 68;
INSERTION PROFESSIONNELLE;;Adult;;;SECTION ANNEXE LES ATELIERS DE SAPORTA;DOMAINE DE SAPORTA 34970 LATTES;;;;04 67 92 12 15;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE APF ENTREPRISES 34;ZAC PARC EUREKA 301, AVENUE DU WALHALLA 34000 MONTPELLIER;;;;04 67 92 87 19;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE DE LETANG DE LOR;650, RUE BLAISE PASCAL  BP 52 P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ;;;;04 67 02 92 80;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE DES HAUTES GARRIGUES;ZAE ROUTE DE FROUZET 34080 SAINT MARTIN DE LONDRES;;;;04 67 55 15 99;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE EAOS SERVICES;" 212, RUE DE LARTISANAT 34400 LUNEL""";;;;04 67 42 41 79;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE GDEAS;625, RUE DE LA SALADELLE 34130 SAINT-AUNES;;;;04 67 10 93 12;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE HANKOR PVC;" ZAE LES TANNES BASSES 34800 CLERMONT LHERAULT""";;;;04 67 88 05 70;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE LATELIER DU PAPIER SOLEIL;ZI DE LA LAUZE 33, RUE SAINT EXUPERY 34430 SAINT JEAN DE VEDAS;;;;04 99 53 36 83;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE LES ATELIERS DE LA VALLEE DE LHERAULT;5, CHEMIN DES USINES 34510 FLORENSAC;;;;04 67 77 01 39;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE LES ATELIERS DE SAPORTA;DOMAINE DE SAPORTA 34970 LATTES;;;;04 67 92 12 15;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE NODIXIA RECYCLING SERVICES;590, RUE DU ROUCAGNIER ZAC DU ROUCAGNIER 34400 LUNEL;;;;04 99 51 27 68;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE PLANETECO RECYCLAGE;Z.I. DE LA LAUZE 33, RUE SAINT-EXUPERY 34330 SAINT JEAN DE VEDAS;;;;06 75 57 36 09;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE TALARON SERVICES;" BAT. HELENE\n222, RUE DODIN 34000 MONTPELLIER""";;;;04 11 28 00 30;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE TRIADE AVENIR SUD;169 CHEMIN DES THERMES 34170 CASTELNAU LE LEZ;;;;04 67 72 67 55;
INSERTION PROFESSIONNELLE;;Adult;;;ENTREPRISE ADAPTEE VIA EUROPA;" ZAE VIA EUROPA 3, AVENUE DE LEUROPE 34350 VENDRES""";;;;04 67 39 49 68;
INSERTION PROFESSIONNELLE;;Adult;;;CENTRE DE REEDUCATION ET DINSERTION PROFESSIONNELLE (CRIP);435 AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ;;;;04 67 33 18 00;
INSERTION PROFESSIONNELLE;;Adult;;;PREORIENTATION;435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ;;;;04 67 33 18 00;
INSERTION PROFESSIONNELLE;;Adult;;;UNITE DE REINSERTION DES TRAUMATISES (URT);BP 3 34240 LAMALOU LES BAINS;;;;04 67 23 56 07;
INSERTION PROFESSIONNELLE;;Adult;;;CENTRE DE REEDUCATION ET DINSERTION PROFESSIONNELLE (CRIP);435 AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ;;;;04 67 33 18 00;
INSERTION PROFESSIONNELLE;;Adult;;;PREORIENTATION;435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ;;;;04 67 33 18 00;
INSERTION PROFESSIONNELLE;;Adult;;;UEROS;435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ;;;;04 67 33 18 00;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS - SIMES (SERVICE DINTERPRETATION DE MEDIATION POUR SOURD);866, AVENUE DU PROFESSEUR LOUIS RAVAS IMMEUBLE LE MAZET 34080 MONTPELLIER;;;;04 67 60 21 54;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS AIRIS;100, RUE LEJZER ZAMENHOF 34080 MONTPELLIER;;;;04 67 75 04 65;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS APF - LE CAP POLE EST;7, RUE DE LANTISSARGUES 34070 MONTPELLIER;;;;04 67 10 42 82;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS APF - LE CAP POLE OUEST;CENTRE SAINT PIERRE 34290 MONTBLANC;;;;04 67 31 12 53;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS CENTRE HERAULT;10, RUE LAENNEC  BP 100 34120 PEZENAS;;;;04 67 90 43 23;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS DE PLAISANCE;34610 SAINT GENIES DE VARENSAL;;;;04 67 23 33 23;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS FRESCATIS;19, LOTISSEMENT RIEUCROS 34330 LA SALVETAT SUR AGOUT;;;;04 67 97 87 93;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS LE CAROUX;1, RUE DES FRERES 34330 LA SALVETAT SUR AGOUT;;;;04 67 97 87 90;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS LIS AURETO;1804, AVENUE DU PERE SOULAS 34090 MONTPELLIER;;;;04 67 02 25 62;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS LOU CAMIN;RUE PIERRE FLOURENS  PARC EUROMEDECINE II - BAT C 34090 MONTPELLIER;;;;04 67 04 00 30;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS MA RESIDENCE;16, AVENUE DE LA GARDIE 34510 FLORENSAC;;;;04 67 77 00 65;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS TERRITOIRE DU LUNELLOIS;450, AVENUE DES ABRIVADOS  CENTRE ATHENA - BT. B 34400 LUNEL;;;;04 67 83 65 42;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAVS TONY LAINE;1882, RUE DE MALBOSC  PARC EUROMEDECINE II 34080 MONTPELLIER;;;;04 67 58 69 32;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH - SAPPA (SERVICE DADAPTATION POUR PERSONNES AVEUGLES GRAVEMENT MALVOYANTES) DE LA FAF-LR;420, ALLEE HENRI II DE MONTMORENCY 34000 MONTPELLIER;;;;04 67 50 50 60;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH APF;7, RUE DE LANTISSARGUES 34070 MONTPELLIER;;;;04 67 10 42 82;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH APF - MONTBLANC;CENTRE SAINT PIERRE 34290 MONTBLANC;;;;04 67 31 12 53;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH AVH;22, boulevard Yves Nat 34500 BEZIERS;;;;04 67 93 36 34;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH GIHP;1 CHEMIN DE BORIE - PARC DE BELLEGARDE 34170 CASTELNAU LE LEZ;;;;04 67 02 93 31;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH LES VENTS DU SUD;95, RUE PIERRE FLOURENS  BAT.C 34090 MONTPELLIER;;;;04 67 04 33 80;
SERVICES DACCOMPAGNEMENT;;Adult;;;SAMSAH TONY LAINE;1882, RUE DE MALBOSC  PARC EUROMEDECINE II 34080 MONTPELLIER;;;;04 67 58 69 32;
SERVICES DACCOMPAGNEMENT;;Adult;;;CLUB DACCUEIL GEM BEZIERS;26, AVENUE JEAN MOULIN 34500 BEZIERS;;;;04 67 90 24 79;
SERVICES DACCOMPAGNEMENT;;Adult;;;CLUB DACCUEIL GEM GAMBETTA;12 BIS, BOULEVARD PASTEUR 34000 MONTPELLIER;;;;04 67 57 77 13;
SERVICES DACCOMPAGNEMENT;;Adult;;;CLUB DACCUEIL GEM LESSEPS;356, RUE FERDINAND DE LESSEPS 34000 MONTPELLIER;;;;04 67 58 83 57;
SERVICES DACCOMPAGNEMENT;;Adult;;;GEM JANUS 34;1445, ROUTE DE MENDE 34090 MONTPELLIER;;;;04 67 04 87 68;
SERVICES DACCOMPAGNEMENT;;Adult;;;GEM LES BEAUX-ARTS DES T.C.;134, RUE DE THEBES 34000 MONTPELLIER;;;;04 67 92 57 37;
SERVICES DACCOMPAGNEMENT;;Adult;;;GEM RABELAIS - CLUB SERVICES LOISIRS;49, BOULEVARD RABELAIS 34000 MONTPELLIER;;;;04 67 99 65 04 / 06 16 73 40 78;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;BAILLARGUES (34670) : CCAS BAILLARGUES;25 PLACE DE THERMIDOR 34000 MONTPELLIER;43,6019239;3,8989501;;04 67 87 81 76;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;BESSAN (34550) : CCAS BESSAN;PLACE DE LHOTEL DE VILLE 34550 BESSAN;43,3583044;3,4259519;;04 67 00 81 81;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;BEZIERS (34500) : CCAS DE BEZIERS;14 RUE BOIELDIEU 34500 BEZIERS;43,3429654;3,2176374;;04 67 49 84 60;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;CAPESTANG (34310) : CCAS DE CAPESTANG;Mairie 34310 CAPESTANG;43,3282585;3,043313;;04 67 93 30 05;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;CASTELNAU LE LEZ (34170) : CCAS DE CASTELNAU-LE-LEZ;2 RUE DE LA CROUZETTE 34170 CASTELNAU LE LEZ;43,632678;3,8980111;;04 67 14 27 28;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;CLERMONT L HERAULT (34800) : CCAS CLERMONT LHERAULT;PLACE DE LA MAIRIE 34800 CLERMONT L HERAULT;43,6274737;3,429669;;04 67 88 87 18;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;FRONTIGNAN (34110) : CCAS DE FRONTIGNAN;12 AVENUE JEAN MOULIN 34110 FRONTIGNAN;43,4475236;3,7497975;;04 67 18 50 03;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;GIGNAC (34150) : CCAS GIGNAC;MAIRIE PLACE DE LANCIENNE GENDARMERIE 34150 GIGNAC;43,6530197;3,5511947;;04 67 57 50 02;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;LAURENS (34480) : CCAS DE LAURENS;1 RUE DU CHÂTEAU 34480 LAURENS;43,5239474;3,1967846;;04 67 90 28 02;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;LE POUGET (34230) : CCAS LE POUGET;Mairie 34230 LE POUGET;43,5909526;3,5254828;;04 67 96 71 09;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;LODEVE (34700) : CCAS DE LODEVE;Mairie 34700 LODEVE;43,7324703;3,3172596;;04 67 44 00 17;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;MARAUSSAN (34370) : CCAS DE MARAUSSAN;CCAS DE MARAUSSAN 34370 MARAUSSAN;43,3689555;3,1552606;;04 67 90 09 20;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;MEZE (34140) : CCAS MEZE;MAIRIE PLACE MASSAL 34140 MEZE;43,4255947;3,6070267;;04 67 43 60 67;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;MONTAGNAC (34530) : CCAS MONTAGNAC;6 PLACE EMILE COMBES 34530 MONTAGNAC;43,4800635;3,4840008;;04 67 49 86 86;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;MONTPELLIER (34000) : CCAS MONTPELLIER;CCAS MONTPELLIER 125 PLACE DE THERMIDOR BP 9511 34000 MONTPELLIER;43,6021369;3,8991452;;04 99 52 77 00;
CENTRES COMMUNAUX DACTION SOCIALE;;;;;MURVIEL LES BEZIERS (34490) : CCAS MURVIEL LES BEZIERS;CCAS MURVIEL LES BEZIERS MAIRIE PLACE GEORGES CLEMENCEAU 34490 MURVIEL LES BEZIERS;43,4399282;3,1436333;;;
