,Unnamed: 0,SECTEUR,SOUS-SECTEUR,CIBLE,AGE-MIN,AGE-MAX,NOM,ADRESSE,LATITUDE,LONGITUDE,MAIL,TELEPHONE,LIEN,Longitude,Latitude,Adresse
224,224,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT SEVERINE,24 RUE ARGENCE  RESIDENCE ARGENCE 34500 BEZIERS,,,,04 67 49 97 48,,3.219884,43.350755,"24 Rue Argence, 34500 Béziers"
225,225,ÉTABLISSEMENTS,,ADULTE,,,FOYER ESAT THIERRY ALBOUY,10 RUE EVARISTE GALOIS  BP 3073 34514 BEZIERS,,,,04 67 35 84 84,,3.248739,43.327917,"10 Rue Evariste Galois, 34500 Béziers"
226,226,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT  LES ECUREUILS,"268, RUE DU CADUCEE  PARC EUROMEDECINE 34195 MONTPELLIER CEDEX 5",,,,04 67 41 81 60,,3.835139,43.642663,"Rue du Caducée, 34090 Montpellier"
227,227,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT HENRI WALLON,"357, AVENUE DU PROFESSEUR JEAN-LOUIS VIALA 34080 MONTPELLIER",,,,04 99 13 34 20,,3.826735,43.63629,"357 Avenue Professeur Jean-louis Viala, 34080 Montpellier"
228,228,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT LE BOUQUET DES GARRIGUES,CS 97001 34110 FRONTIGNAN,,,,04 67 18 48 60,,3.749313,43.446357,"Frontignan, 34110 Frontignan"
229,229,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT LE COLIBRI,"227, RUE DU MAS DE VILLARET  CS 35032 34076 MONTPELLIER",,,,04 67 27 10 70,,3.864538,43.591303,"227 Rue du Mas de Villaret, 34070 Montpellier"
230,230,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT LES COMPAGNONS DE MAGUELONE,DOMAINE DE MAGUELONE 34250 PALAVAS LES FLOTS,,,,04 67 50 63 63,,3.909685,43.519915,"Route de Maguelone, 34250 Palavas-les-Flots"
231,231,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT LES GRANDS ARBRES,CHEMIN DE CASSILLAC 34380 VIOLS LE FORT,,,,04 67 55 01 01,,3.705962,43.742002,"Rue de Cassillac, 34380 Viols-le-Fort"
232,232,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT LES HAUTES GARRIGUES," 230, ALLEE DE LESPLANADE 34380 SAINT MARTIN DE LONDRES""",,,,04 67 55 42 83,,3.713344,43.773536,"Allée des Lavandes, 34380 Saint-Martin-de-Londres"
233,233,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT MA RESIDENCE,"18, AVENUE DE LA GARDIE 34510 FLORENSAC",,,,04 67 77 00 65,,3.473506,43.390776,"18 Avenue de la Gardie, 34510 Florensac"
234,234,ÉTABLISSEMENTS,,ADULTE,,,FOYER LOGEMENT PLAISANCE,34610 SAINT GENIES DE VARENSAL,,,,04 67 23 33 23,,3.015713,43.683727,"Saint-Geniès-de-Varensal, 34610 Saint-Geniès-de-Varensal"
235,235,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT APF,"8, RUE DU LANTISSARGUES 34070 MONTPELLIER",,,,04 67 92 11 90,,3.885434,43.587995,"8 Rue du Lantissargues, 34070 Montpellier"
236,236,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT ATELIERS KENNEDY,"285, RUE DU MAS DE PRUNET 34070 MONTPELLIER",,,,04 67 42 62 78,,3.831113,43.599833,"285 Rue du Mas de Prunet, 34070 Montpellier"
237,237,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT CATAR,"9, AVENUE DE LA GARE DU MIDI 34120 PEZENAS",,,,04 67 90 43 23,,3.423828,43.454698,"9 Avenue de la Gare du Midi, 34120 Pézenas"
238,238,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT CENTRE THIERRY ALBOUY,10 RUE EVARISTE GALOIS  BP 3073 34514 BEZIERS,,,,04 67 35 84 84,,3.248739,43.327917,"10 Rue Evariste Galois, 34500 Béziers"
239,239,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT DE MONTFLOURES VIA EUROPA," ZAE VIA EUROPA 3, AVENUE DE LEUROPE 34350 VENDRES""",,,,04 67 39 49 68,,3.218983,43.300323,"3 Avenue de l'Europe, 34350 Vendres"
240,240,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT DE PLAISANCE,34610 SAINT GENIES DE VARENSAL,,,,04 67 23 60 29,,3.015713,43.683727,"Saint-Geniès-de-Varensal, 34610 Saint-Geniès-de-Varensal"
241,241,INSERTION PROFESSIONNELLE,,ADULTE,,,"ESAT HORS LES MURS ""LA PALANCA""","UGECAM - CRIP 435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ CEDEX",,,,04 67 33 18 00,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
242,242,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LENVOL,369 RUE BLAISE PASCAL  BP 52  P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ,,,,04 67 02 92 80,,3.92007,43.642675,"369 Avenue Blaise Pascal, 34170 Castelnau-le-Lez"
243,243,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LENVOL,Rue des Lierles CS 97001 34115 FRONTIGNAN,,,,04 67 43 23 99,,3.727621,43.427074,"Rue des Lierles, 34110 Frontignan"
244,244,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LA BULLE BLEUE,"285, RUE DU MAS PRUNET 34070 MONTPELLIER",,,,04 67 42 18 61,,3.831113,43.599833,"285 Rue du Mas de Prunet, 34070 Montpellier"
245,245,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LA CROIX VERTE,"455, RUE DE LA CROIX VERTE 34090 MONTPELLIER",,,,04 67 04 13 76,,3.83851,43.647167,"455 Rue de la Croix Verte, 34080 Montpellier"
246,246,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LE ROC CASTEL,"156, RUE DES ECOLES 34520 LE CAYLAR",,,,04 67 44 50 22,,3.318764,43.862478,"156 Rue des Ecoles, 34520 Le Caylar"
247,247,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LES ATELIERS DE LA VALLEE DE LHERAULT,"5, CHEMIN DES USINES 34510 FLORENSAC",,,,04 67 77 01 39,,3.473991,43.387703,"5 Chemin des Usines, 34510 Florensac"
248,248,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LES ATELIERS DE SAPORTA,DOMAINE DE SAPORTA 34970 LATTES,,,,04 67 92 12 15,,3.880279,43.575081,"Chemin de Saporta, 34970 Lattes"
249,249,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LES ATELIERS DU GARRIC," DOMAINE DE LA PAUSE ROUTE DANGLES 34330 LA SALVETAT SUR AGOUT""",,,,04 67 97 61 24,,2.683931,43.596037,"La Pause, 34330 La Salvetat-sur-Agout"
250,250,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LES COMPAGNONS DE MAGUELONE,DOMAINE DE MAGUELONE 34250 PALAVAS LES FLOTS,,,,04 67 50 63 63,,3.909685,43.519915,"Route de Maguelone, 34250 Palavas-les-Flots"
251,251,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT LES HAUTES GARRIGUES,ZONE ARTISANALE ROUTE DE FROUZET 34380 SAINT MARTIN DE LONDRES,,,,04 67 55 15 99,,3.733133,43.794669,"Route de Frouzet, 34380 Saint-Martin-de-Londres"
252,252,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT PEYREFICADE,ROUTE DE LA GARE 34750 VILLENEUVE LES MAGUELONNE,,,,04 67 69 41 09,,3.855406,43.539127,"Route de la Gare, 34750 Villeneuve-lès-Maguelone"
253,253,INSERTION PROFESSIONNELLE,,ADULTE,,,ESAT VIA DOMITIA,CHEMIN DES ALICANTES 34400 LUNEL,,,,04 67 86 48 00,,4.124088,43.664082,"Chemin des Alicantes, 34400 Lunel"
254,254,INSERTION PROFESSIONNELLE,,ADULTE,,,SECTION ANNEXE ESAT ATELIERS KENNEDY,"285, RUE DU MAS DE PRUNET 34070 MONTPELLIER",,,,04 67 42 62 78,,3.831113,43.599833,"285 Rue du Mas de Prunet, 34070 Montpellier"
255,255,INSERTION PROFESSIONNELLE,,ADULTE,,,SECTION ANNEXE ESAT DE LAPF,"8, RUE DU LANTISSARGUES 34070 MONTPELLIER",,,,04 67 92 11 90,,3.885434,43.587995,"8 Rue du Lantissargues, 34070 Montpellier"
256,256,INSERTION PROFESSIONNELLE,,ADULTE,,,SECTION ANNEXE ESAT LENVOL,369 RUE BLAISE PASCAL  BP 52  P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ,,,,04 67 02 92 80,,3.92007,43.642675,"369 Avenue Blaise Pascal, 34170 Castelnau-le-Lez"
257,257,INSERTION PROFESSIONNELLE,,ADULTE,,,SECTION ANNEXE ESAT LES HAUTES GARRIGUES,ZAE ROUTE DE FROUZET 34380 SAINT MARTIN DE LONDRES,,,,04 67 55 15 99,,3.733133,43.794669,"Route de Frouzet, 34380 Saint-Martin-de-Londres"
258,258,INSERTION PROFESSIONNELLE,,ADULTE,,,SECTION ANNEXE ESAT VIA EUROPA," VIA EUROPA 3, AVENUE DE LEUROPE 34350 VENDRES""",,,,04 67 49 89 68,,3.218983,43.300323,"3 Avenue de l'Europe, 34350 Vendres"
259,259,INSERTION PROFESSIONNELLE,,ADULTE,,,SECTION ANNEXE LES ATELIERS DE SAPORTA,DOMAINE DE SAPORTA 34970 LATTES,,,,04 67 92 12 15,,3.880279,43.575081,"Chemin de Saporta, 34970 Lattes"
260,260,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE APF ENTREPRISES 34,"ZAC PARC EUREKA 301, AVENUE DU WALHALLA 34000 MONTPELLIER",,,,04 67 92 87 19,,3.915125,43.618239,"Avenue du Walhalla, 34000 Montpellier"
261,261,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE DE LETANG DE LOR,"650, RUE BLAISE PASCAL  BP 52 P.A. LA GARRIGUE 34172 CASTELNAU LE LEZ",,,,04 67 02 92 80,,3.919928,43.644509,"650 Avenue Blaise Pascal, 34170 Castelnau-le-Lez"
262,262,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE DES HAUTES GARRIGUES,ZAE ROUTE DE FROUZET 34080 SAINT MARTIN DE LONDRES,,,,04 67 55 15 99,,3.733133,43.794669,"Route de Frouzet, 34380 Saint-Martin-de-Londres"
263,263,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE EAOS SERVICES," 212, RUE DE LARTISANAT 34400 LUNEL""",,,,04 67 42 41 79,,4.11911,43.677838,"212 Rue de l'Industrie, 34400 Lunel"
264,264,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE GDEAS,"625, RUE DE LA SALADELLE 34130 SAINT-AUNES",,,,04 67 10 93 12,,3.982168,43.65096,"625 Avenue des Saladelles, 34130 Saint-Aunès"
265,265,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE HANKOR PVC," ZAE LES TANNES BASSES 34800 CLERMONT LHERAULT""",,,,04 67 88 05 70,,3.454104,43.618137,"Zone Artisanale Tannes Basses, 34800 Clermont-l'Hérault"
266,266,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE LATELIER DU PAPIER SOLEIL,"ZI DE LA LAUZE 33, RUE SAINT EXUPERY 34430 SAINT JEAN DE VEDAS",,,,04 99 53 36 83,,3.841105,43.562684,"33 Rue Antoine de Saint Exupery, 34430 Saint-Jean-de-Védas"
267,267,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE LES ATELIERS DE LA VALLEE DE LHERAULT,"5, CHEMIN DES USINES 34510 FLORENSAC",,,,04 67 77 01 39,,3.473991,43.387703,"5 Chemin des Usines, 34510 Florensac"
268,268,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE LES ATELIERS DE SAPORTA,DOMAINE DE SAPORTA 34970 LATTES,,,,04 67 92 12 15,,3.880279,43.575081,"Chemin de Saporta, 34970 Lattes"
269,269,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE NODIXIA RECYCLING SERVICES,"590, RUE DU ROUCAGNIER ZAC DU ROUCAGNIER 34400 LUNEL",,,,04 99 51 27 68,,4.078314,43.676615,"590 Rue du Roucagnier, 34400 Lunel-Viel"
270,270,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE PLANETECO RECYCLAGE,"Z.I. DE LA LAUZE 33, RUE SAINT-EXUPERY 34330 SAINT JEAN DE VEDAS",,,,06 75 57 36 09,,3.841105,43.562684,"33 Rue Antoine de Saint Exupery, 34430 Saint-Jean-de-Védas"
271,271,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE TALARON SERVICES," BAT. HELENE\n222, RUE DODIN 34000 MONTPELLIER""",,,,04 11 28 00 30,,3.875835,43.609151,"Rue de Vallat, 34000 Montpellier"
272,272,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE TRIADE AVENIR SUD,169 CHEMIN DES THERMES 34170 CASTELNAU LE LEZ,,,,04 67 72 67 55,,3.924192,43.631205,"169 Chemin des Thermes, 34170 Castelnau-le-Lez"
273,273,INSERTION PROFESSIONNELLE,,ADULTE,,,ENTREPRISE ADAPTEE VIA EUROPA," ZAE VIA EUROPA 3, AVENUE DE LEUROPE 34350 VENDRES""",,,,04 67 39 49 68,,3.218983,43.300323,"3 Avenue de l'Europe, 34350 Vendres"
274,274,INSERTION PROFESSIONNELLE,,ADULTE,,,CENTRE DE REEDUCATION ET DINSERTION PROFESSIONNELLE (CRIP),435 AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ,,,,04 67 33 18 00,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
275,275,INSERTION PROFESSIONNELLE,,ADULTE,,,PREORIENTATION,"435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ",,,,04 67 33 18 00,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
276,276,INSERTION PROFESSIONNELLE,,ADULTE,,,UNITE DE REINSERTION DES TRAUMATISES (URT),BP 3 34240 LAMALOU LES BAINS,,,,04 67 23 56 07,,3.084148,43.597224,"Lamalou-les-Bains, 34240 Lamalou-les-Bains"
277,277,INSERTION PROFESSIONNELLE,,ADULTE,,,CENTRE DE REEDUCATION ET DINSERTION PROFESSIONNELLE (CRIP),435 AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ,,,,04 67 33 18 00,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
278,278,INSERTION PROFESSIONNELLE,,ADULTE,,,PREORIENTATION,"435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ",,,,04 67 33 18 00,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
279,279,INSERTION PROFESSIONNELLE,,ADULTE,,,UEROS,"435, AVENUE GEORGES FRECHE CS 10010 34173 CASTELNAU LE LEZ",,,,04 67 33 18 00,,3.903767,43.626405,"435 Avenue Georges Frêche, 34170 Castelnau-le-Lez"
280,280,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS - SIMES (SERVICE DINTERPRETATION DE MEDIATION POUR SOURD),"866, AVENUE DU PROFESSEUR LOUIS RAVAS IMMEUBLE LE MAZET 34080 MONTPELLIER",,,,04 67 60 21 54,,3.829406,43.636682,"Avenue Professeur Jean-louis Viala, 34080 Montpellier"
281,281,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS AIRIS,"100, RUE LEJZER ZAMENHOF 34080 MONTPELLIER",,,,04 67 75 04 65,,3.825962,43.616098,"100 Rue Lejzer Zamenhof, 34080 Montpellier"
282,282,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS APF - LE CAP POLE EST,"7, RUE DE LANTISSARGUES 34070 MONTPELLIER",,,,04 67 10 42 82,,3.885583,43.588004,"7 Rue du Lantissargues, 34070 Montpellier"
283,283,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS APF - LE CAP POLE OUEST,CENTRE SAINT PIERRE 34290 MONTBLANC,,,,04 67 31 12 53,,3.372197,43.405799,"Domaine de Saint Pierre, 34290 Montblanc"
284,284,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS CENTRE HERAULT,"10, RUE LAENNEC  BP 100 34120 PEZENAS",,,,04 67 90 43 23,,3.422997,43.455944,"10 Rue Rene Laennec, 34120 Pézenas"
285,285,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS DE PLAISANCE,34610 SAINT GENIES DE VARENSAL,,,,04 67 23 33 23,,3.015713,43.683727,"Saint-Geniès-de-Varensal, 34610 Saint-Geniès-de-Varensal"
286,286,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS FRESCATIS,"19, LOTISSEMENT RIEUCROS 34330 LA SALVETAT SUR AGOUT",,,,04 67 97 87 93,,2.697448,43.602328,"19 Rue Rieucros, 34330 La Salvetat-sur-Agout"
287,287,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS LE CAROUX,"1, RUE DES FRERES 34330 LA SALVETAT SUR AGOUT",,,,04 67 97 87 90,,2.703127,43.600635,"1 Rue des Freres, 34330 La Salvetat-sur-Agout"
288,288,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS LIS AURETO,"1804, AVENUE DU PERE SOULAS 34090 MONTPELLIER",,,,04 67 02 25 62,,3.84971,43.625814,"1804 Avenue du Père Soulas, 34090 Montpellier"
289,289,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS LOU CAMIN,RUE PIERRE FLOURENS  PARC EUROMEDECINE II - BAT C 34090 MONTPELLIER,,,,04 67 04 00 30,,3.87818,43.617316,"Rue de Ferrare, 34090 Montpellier"
290,290,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS MA RESIDENCE,"16, AVENUE DE LA GARDIE 34510 FLORENSAC",,,,04 67 77 00 65,,3.473506,43.390776,"16 Avenue de la Gardie, 34510 Florensac"
291,291,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS TERRITOIRE DU LUNELLOIS,"450, AVENUE DES ABRIVADOS  CENTRE ATHENA - BT. B 34400 LUNEL",,,,04 67 83 65 42,,4.1282,43.669302,"450 Avenue des Abrivados, 34400 Lunel"
292,292,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAVS TONY LAINE,"1882, RUE DE MALBOSC  PARC EUROMEDECINE II 34080 MONTPELLIER",,,,04 67 58 69 32,,3.83349,43.625162,"Rue de Malbosc, 34080 Montpellier"
293,293,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH - SAPPA (SERVICE DADAPTATION POUR PERSONNES AVEUGLES GRAVEMENT MALVOYANTES) DE LA FAF-LR,"420, ALLEE HENRI II DE MONTMORENCY 34000 MONTPELLIER",,,,04 67 50 50 60,,3.888402,43.610155,"420 Allée Henri II de Montmorency, 34000 Montpellier"
294,294,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH APF,"7, RUE DE LANTISSARGUES 34070 MONTPELLIER",,,,04 67 10 42 82,,3.885583,43.588004,"7 Rue du Lantissargues, 34070 Montpellier"
295,295,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH APF - MONTBLANC,CENTRE SAINT PIERRE 34290 MONTBLANC,,,,04 67 31 12 53,,3.372197,43.405799,"Domaine de Saint Pierre, 34290 Montblanc"
296,296,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH AVH,"22, boulevard Yves Nat 34500 BEZIERS",,,,04 67 93 36 34,,3.230215,43.349005,"22 Boulevard Yves Nat, 34500 Béziers"
297,297,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH GIHP,1 CHEMIN DE BORIE - PARC DE BELLEGARDE 34170 CASTELNAU LE LEZ,,,,04 67 02 93 31,,,,
298,298,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH LES VENTS DU SUD,"95, RUE PIERRE FLOURENS  BAT.C 34090 MONTPELLIER",,,,04 67 04 33 80,,3.832109,43.637628,"95 Rue Pierre Flourens, 34000 Montpellier"
299,299,SERVICES DACCOMPAGNEMENT,,ADULTE,,,SAMSAH TONY LAINE,"1882, RUE DE MALBOSC  PARC EUROMEDECINE II 34080 MONTPELLIER",,,,04 67 58 69 32,,3.83349,43.625162,"Rue de Malbosc, 34080 Montpellier"
300,300,SERVICES DACCOMPAGNEMENT,,ADULTE,,,CLUB DACCUEIL GEM BEZIERS,"26, AVENUE JEAN MOULIN 34500 BEZIERS",,,,04 67 90 24 79,,3.227638,43.350089,"26 Avenue Jean Moulin, 34500 Béziers"
301,301,SERVICES DACCOMPAGNEMENT,,ADULTE,,,CLUB DACCUEIL GEM GAMBETTA,"12 BIS, BOULEVARD PASTEUR 34000 MONTPELLIER",,,,04 67 57 77 13,,3.874862,43.6154,"Boulevard Pasteur, 34000 Montpellier"
302,302,SERVICES DACCOMPAGNEMENT,,ADULTE,,,CLUB DACCUEIL GEM LESSEPS,"356, RUE FERDINAND DE LESSEPS 34000 MONTPELLIER",,,,04 67 58 83 57,,3.878392,43.593093,"356 Rue Ferdinand de Lesseps, 34070 Montpellier"
303,303,SERVICES DACCOMPAGNEMENT,,ADULTE,,,GEM JANUS 34,"1445, ROUTE DE MENDE 34090 MONTPELLIER",,,,04 67 04 87 68,,3.86816,43.63508,"1445 Route de Mende, 34090 Montpellier"
304,304,SERVICES DACCOMPAGNEMENT,,ADULTE,,,GEM LES BEAUX-ARTS DES T.C.,"134, RUE DE THEBES 34000 MONTPELLIER",,,,04 67 92 57 37,,3.888904,43.608748,"134 Rue de Thèbes, 34000 Montpellier"
305,305,SERVICES DACCOMPAGNEMENT,,ADULTE,,,GEM RABELAIS - CLUB SERVICES LOISIRS,"49, BOULEVARD RABELAIS 34000 MONTPELLIER",,,,04 67 99 65 04 / 06 16 73 40 78,,3.883964,43.601772,"49 Boulevard Rabelais, 34000 Montpellier"
306,306,CENTRES COMMUNAUX DACTION SOCIALE,,,,,BAILLARGUES (34670) : CCAS BAILLARGUES,25 PLACE DE THERMIDOR 34000 MONTPELLIER,"43,6019239","3,8989501",,04 67 87 81 76,,3.898473,43.601524,"Place Thermidor, 34000 Montpellier"
307,307,CENTRES COMMUNAUX DACTION SOCIALE,,,,,BESSAN (34550) : CCAS BESSAN,PLACE DE LHOTEL DE VILLE 34550 BESSAN,"43,3583044","3,4259519",,04 67 00 81 81,,3.42836,43.361148,"Place de la Promenade, 34550 Bessan"
308,308,CENTRES COMMUNAUX DACTION SOCIALE,,,,,BEZIERS (34500) : CCAS DE BEZIERS,14 RUE BOIELDIEU 34500 BEZIERS,"43,3429654","3,2176374",,04 67 49 84 60,,3.217499,43.342905,"14 Rue Boieldieu, 34500 Béziers"
309,309,CENTRES COMMUNAUX DACTION SOCIALE,,,,,CAPESTANG (34310) : CCAS DE CAPESTANG,Mairie 34310 CAPESTANG,"43,3282585","3,043313",,04 67 93 30 05,,3.045233,43.318087,"Capestang, 34310 Capestang"
310,310,CENTRES COMMUNAUX DACTION SOCIALE,,,,,CASTELNAU LE LEZ (34170) : CCAS DE CASTELNAU-LE-LEZ,2 RUE DE LA CROUZETTE 34170 CASTELNAU LE LEZ,"43,632678","3,8980111",,04 67 14 27 28,,3.898007,43.632666,"2 Rue de la Crouzette, 34170 Castelnau-le-Lez"
311,311,CENTRES COMMUNAUX DACTION SOCIALE,,,,,CLERMONT L HERAULT (34800) : CCAS CLERMONT LHERAULT,PLACE DE LA MAIRIE 34800 CLERMONT L HERAULT,"43,6274737","3,429669",,04 67 88 87 18,,3.429765,43.62752,"Rue de la Mairie, 34800 Clermont-l'Hérault"
312,312,CENTRES COMMUNAUX DACTION SOCIALE,,,,,FRONTIGNAN (34110) : CCAS DE FRONTIGNAN,12 AVENUE JEAN MOULIN 34110 FRONTIGNAN,"43,4475236","3,7497975",,04 67 18 50 03,,3.74972,43.447429,"12 Avenue Jean Moulin, 34110 Frontignan"
313,313,CENTRES COMMUNAUX DACTION SOCIALE,,,,,GIGNAC (34150) : CCAS GIGNAC,MAIRIE PLACE DE LANCIENNE GENDARMERIE 34150 GIGNAC,"43,6530197","3,5511947",,04 67 57 50 02,,,,
314,314,CENTRES COMMUNAUX DACTION SOCIALE,,,,,LAURENS (34480) : CCAS DE LAURENS,1 RUE DU CHÂTEAU 34480 LAURENS,"43,5239474","3,1967846",,04 67 90 28 02,,3.196881,43.523889,"1 Rue du Chateau, 34480 Laurens"
315,315,CENTRES COMMUNAUX DACTION SOCIALE,,,,,LE POUGET (34230) : CCAS LE POUGET,Mairie 34230 LE POUGET,"43,5909526","3,5254828",,04 67 96 71 09,,3.518426,43.600562,"Le Pouget, 34230 Le Pouget"
316,316,CENTRES COMMUNAUX DACTION SOCIALE,,,,,LODEVE (34700) : CCAS DE LODEVE,Mairie 34700 LODEVE,"43,7324703","3,3172596",,04 67 44 00 17,,3.303781,43.732736,"Lodève, 34700 Lodève"
317,317,CENTRES COMMUNAUX DACTION SOCIALE,,,,,MARAUSSAN (34370) : CCAS DE MARAUSSAN,CCAS DE MARAUSSAN 34370 MARAUSSAN,"43,3689555","3,1552606",,04 67 90 09 20,,3.161162,43.373046,"Chemin de la Maraussane, 34370 Maraussan"
318,318,CENTRES COMMUNAUX DACTION SOCIALE,,,,,MEZE (34140) : CCAS MEZE,MAIRIE PLACE MASSAL 34140 MEZE,"43,4255947","3,6070267",,04 67 43 60 67,,3.600346,43.425957,"Place Massal, 34140 Mèze"
319,319,CENTRES COMMUNAUX DACTION SOCIALE,,,,,MONTAGNAC (34530) : CCAS MONTAGNAC,6 PLACE EMILE COMBES 34530 MONTAGNAC,"43,4800635","3,4840008",,04 67 49 86 86,,3.48395,43.480044,"6 Place Emile Combes, 34530 Montagnac"
320,320,CENTRES COMMUNAUX DACTION SOCIALE,,,,,MONTPELLIER (34000) : CCAS MONTPELLIER,CCAS MONTPELLIER 125 PLACE DE THERMIDOR BP 9511 34000 MONTPELLIER,"43,6021369","3,8991452",,04 99 52 77 00,,3.899355,43.601954,"125 Place Thermidor, 34000 Montpellier"
321,321,CENTRES COMMUNAUX DACTION SOCIALE,,,,,MURVIEL LES BEZIERS (34490) : CCAS MURVIEL LES BEZIERS,CCAS MURVIEL LES BEZIERS MAIRIE PLACE GEORGES CLEMENCEAU 34490 MURVIEL LES BEZIERS,"43,4399282","3,1436333",,,,3.14371,43.439977,"Place Georges Clemenceau, 34490 Murviel-lès-Béziers"
322,322,CENTRES COMMUNAUX DACTION SOCIALE,,,,,NEZIGNAN L EVEQUE (34120) : CCAS NEZIGNAN LEVEQUE,MAIRIE AVENUE TOURBES 34120 NEZIGNAN L EVEQUE,"43,4221707","3,4063998",,,,3.407014,43.421419,"Avenue de Tourbes, 34120 Nézignan-l'Évêque"
323,323,CENTRES COMMUNAUX DACTION SOCIALE,,,,,PAULHAN (34230) : CCAS PAULHAN,CCAS PAULHAN MAIRIE 19 COUR NATIONAL 34230 PAULHAN,"43,5398143","3,4583468",,,,3.461136,43.54116,"19 Cours National, 34230 Paulhan"
